Venue,Address,Suburb,Date,Time,Alert,Lon,Lat,HealthAdviceHTML,Last updated date
Auburn town centre,Auburn town centre,Auburn,Wednesday 30 June 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Auburn town centre,Auburn town centre,Auburn,Thursday 1 July 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Auburn town centre,Auburn town centre,Auburn,Friday 2 July 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Auburn town centre,Auburn town centre,Auburn,Saturday 3 July 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Service NSW Botany,5 Lord Street,Botany,Monday 28 June 2021,8am to 5pm,Get tested immediately and self-isolate for 14 days,151.196517634863,-33.9403167341204,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Service NSW Botany,5 Lord Street,Botany,Wednesday 30 June 2021,8am to 5pm,Get tested immediately and self-isolate for 14 days,151.196517634863,-33.9403167341204,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Service NSW Botany,5 Lord Street,Botany,Thursday 1 July 2021,8am to 5pm,Get tested immediately and self-isolate for 14 days,151.196517634863,-33.9403167341204,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Bake Bar Double Bay,L/15 Kiaora Lane,Double Bay,Sunday 20 June 2021,11am to 11:30am,Get tested immediately and self-isolate for 14 days,151.243768641252,-33.8773461349773,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Chemist Warehouse Five Dock,89 Great North Road,Five Dock,Tuesday 29 June 2021,10:30am to 10:40am,Get tested immediately and self-isolate for 14 days,151.129217937323,-33.8693392800077,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Pharmacy 4 Less Five Dock,1a/125 Great North Road,Five Dock,Tuesday 29 June 2021,10:40am to 10:55am,Get tested immediately and self-isolate for 14 days,151.113925264836,-33.8692935302882,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Rams Food,17c/16-20 Henley Road,Homebush,Friday 25 June 2021,11:10am to 12:10pm,Get tested immediately and self-isolate for 14 days,151.070159239758,-33.8662328886649,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Hop Hung Asian Grocery,38C Haldon Street,Lakemba,Wednesday 30 June 2021,11:20am to 11:40am,Get tested immediately and self-isolate for 14 days,151.076415715407,-33.9186423698586,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Thursday 03 June 2021
Woolworths Mortdale,84D Roberts Avenue,Mortdale,Wednesday 30 June 2021,5:30pm to 6:40pm,Get tested immediately and self-isolate for 14 days,151.064914170556,-33.9686733480804,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Volkswagon Rockdale,589 Princes Highway,Rockdale,Monday 28 June 2021,2:30pm to 4pm,Get tested immediately and self-isolate for 14 days,151.138430256018,-33.9555706470078,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 02 July 2021
Strathfield Plaza Medical Practice,11-23 Boulevarde,Strathfield,Thursday 1 July 2021,1:30pm to 2:10pm,Get tested immediately and self-isolate for 14 days,151.093227538589,-33.8727851274147,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Auburn Central Sunshine Fruit,Corner Queen Street and Harrow Roads,Auburn,Sunday 27 June 2021,10am to 10:30am,Get tested immediately. Self-isolate until you get a negative result.,151.031989413463,-33.8495678711991,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Auburn Central Sunshine Fruit,Corner Queen Street and Harrow Roads,Auburn,Monday 28 June 2021,3:30pm to 4:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.031989413463,-33.8495678711991,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
David's Asian Food Supermarket ,82 S Parade ,Auburn,Sunday 27 June 2021,10:10am to 10:20am,Get tested immediately. Self-isolate until you get a negative result.,151.032938626958,-33.8497801747019,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Hamro Asan Bazarr,Shop 6 8-10 Northumberland Road ,Auburn,Monday 28 June 2021,3:30pm to 4:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.033538728804,-33.8487207661209,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Wing Fat Meat Market,88-90 South Parade,Auburn,Sunday 27 June 2021,10am to 10:10am,Get tested immediately. Self-isolate until you get a negative result.,151.032893695853,-33.8496307815825,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 03 July 2021
Woolworths Avalon Beach,74 Old Barrenjoey Road,Avalon Beach,Saturday 26 June 2021,3pm to 4:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.330021234047,-33.6359227357419,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 02 July 2021
McDonalds Bondi Beach ,164 Campbell Parade,Bondi Beach,Saturday 26 June 2021,6pm to 7pm,Get tested immediately. Self-isolate until you get a negative result.,151.275033694788,-33.8899289208147,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
ALDI Eastgate Bondi Junction,"Eastgate Shopping Centre, Spring St and Newland St",Bondi Junction,Saturday 26 June 2021,4pm to 4:20pm,Get tested immediately. Self-isolate until you get a negative result.,151.248674704141,-33.893189575624,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a>. They must remain in isolation and get another test 5 days after exposure and isolate until they receive a negative result from this test. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 02 July 2021
Aldi Bonnyrigg,718 Cabramatta Road W,Bonnyrigg,Wednesday 30 June 2021,6pm to 6:30pm,Get tested immediately. Self-isolate until you get a negative result.,150.890092693898,-33.8931400055281,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 03 July 2021
Costco Casula,20 Parkers Farm ,Casula,Tuesday 29 June 2021,7:50pm to 9pm,Get tested immediately. Self-isolate until you get a negative result.,150.878920913466,-33.958894109283,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Chemist Warehouse Drummoyne,"Birkenhead point, 19 Rosebery Street",Drummoyne,Tuesday 29 June 2021,9:45am to 10:30am,Get tested immediately. Self-isolate until you get a negative result.,151.162668902191,-33.855240378756,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 03 July 2021
Eastern Creek Quarter - Fruitworld,159 Rooty Hill Road,Eastern Creek,Monday 28 June 2021,10:40am to 11am,Get tested immediately. Self-isolate until you get a negative result.,150.854360778023,-33.7838982923549,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a>. They must remain in isolation and get another test 5 days after exposure and isolate until they receive a negative result from this test. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 03 July 2021
Allied Mart,1/50 Macleay Street,Elizabeth Bay,Monday 28 June 2021,10am to 11:30am,Get tested immediately. Self-isolate until you get a negative result.,151.225566806954,-33.8719570928025,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Sunday 27 June 2021
Di Yuan Asian Groceries,Shopp 1-3 90-95 The Crescent,Homebush West,Tuesday 29 June 2021,4:20pm to 4:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.071163411617,-33.8651787634282,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
K.W. Barbeque Shop ,10/90-95 The Crescent,Homebush West,Tuesday 29 June 2021,4pm to 4:15pm,Get tested immediately. Self-isolate until you get a negative result.,151.070828399969,-33.8651570506144,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Tan Huong Long Supermarket,90-95 The Crescent,Homebush West,Tuesday 29 June 2021,4:30pm to 4:45pm,Get tested immediately. Self-isolate until you get a negative result.,151.070820084629,-33.8651367292489,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Aldi Lakemba,212-226 Haldon Street,Lakemba,Wednesday 30 June 2021,11:30am to 11:45am,Get tested immediately. Self-isolate until you get a negative result.,151.079685790169,-33.9242800227171,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Ampol service station Lane Cove,237-245 Burns Bay Road,Lane Cove,Friday 25 June 2021,1:45pm to 2pm,Get tested immediately. Self-isolate until you get a negative result.,151.151456296802,-33.8163168429743,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Tuesday 29 June 2021
Novotel Manly,55 North Steyne,Manly,Saturday 26 June 2021,12am to 12pm,Get tested immediately. Self-isolate until you get a negative result.,151.287254684067,-33.795099539381,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Coles Marrickville Metro,51-55 Edinburgh Road,Marrickville,Wednesday 23 June 2021,12:30pm to 1pm,Get tested immediately. Self-isolate until you get a negative result.,151.171505865291,-33.9071665410874,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Sunday 27 June 2021
Sydney Airport - Domestic Terminal 2,Keith Smith Avenue,Mascot,Friday 25 June 2021,11am to 11:30am,Get tested immediately. Self-isolate until you get a negative result.,151.179341138362,-33.9342651929866,"Anyone who attended this venue between 11am and 11:30am on Friday 25 June 2021 is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.<br/><br/>Anyone who attended this venue at the other times specified  on Saturday 26 June 2021 must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.",Thursday 01 July 2021
Sydney Airport - Domestic Terminal 2,Keith Smith Avenue,Mascot,Saturday 26 June 2021,10:30am to 11am,Get tested immediately. Self-isolate until you get a negative result.,151.179341138362,-33.9342651929866,"Anyone who attended this venue between 11am and 11:30am is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.<br/><br/>Anyone who attended this venue at the other times specified must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.",Thursday 01 July 2021
Coles Parramatta Westfield,Campbell Street,Parramatta,Wednesday 30 June 2021,5:45pm to 6:05pm,Get tested immediately. Self-isolate until you get a negative result.,151.000082484627,-33.8176897941623,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Country Growers,159-175 Church Street,Parramatta,Wednesday 30 June 2021,5:35pm to 5:55pm,Get tested immediately. Self-isolate until you get a negative result.,151.000372642298,-33.8174144755484,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Spices of India,111-113 Church Street,Parramatta,Wednesday 30 June 2021,6pm to 6:15pm,Get tested immediately. Self-isolate until you get a negative result.,151.003620655792,-33.8187968371427,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Woolworths Metro Potts Point,"Icon Building, 81 Macleay Street",Potts Point,Tuesday 29 June 2021,6:15pm to 6:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.225210901781,-33.8701124016491,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 03 July 2021
The Locker Room,15 Olympic Blvd Sydney ,Sydney Olympic Park,Saturday 26 June 2021,10am to 7pm,Get tested immediately. Self-isolate until you get a negative result.,151.066450409771,-33.8469070746376,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Coles Zetland Shopping centre,O'Dea Avenue,Zetland,Thursday 24 June 2021,7:20pm to 7:40pm,Get tested immediately. Self-isolate until you get a negative result.,151.212745610884,-33.905017789731,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Wednesday 30 June 2021
